year,quarter,category,type,count,amount
2021,2,Recharge & bill payments,TOTAL,471136,208762964.0120024
2021,2,Financial Services,TOTAL,1826,1763792.6506419359
2021,2,Others,TOTAL,5672,3741204.3977531465
2021,3,Merchant payments,TOTAL,1312241,706774071.9381688
2021,3,Peer-to-peer payments,TOTAL,1262732,3339347400.0643554
2021,3,Recharge & bill payments,TOTAL,544322,253199754.8745275
2021,3,Financial Services,TOTAL,2065,2252116.636459231
2021,3,Others,TOTAL,8110,4365759.277996017
2021,4,Merchant payments,TOTAL,2013673,1058989463.1650428
2021,4,Peer-to-peer payments,TOTAL,1577168,4202291071.7106133
2021,4,Recharge & bill payments,TOTAL,551618,294991582.16815025
2021,4,Financial Services,TOTAL,2909,3159306.4175118254
2021,4,Others,TOTAL,11717,6407962.869342193
2022,1,Merchant payments,TOTAL,2507246,1227972829.6970267
2022,1,Peer-to-peer payments,TOTAL,1745454,4674787017.541661
2022,1,Recharge & bill payments,TOTAL,538134,326296370.82357025
2022,1,Financial Services,TOTAL,2574,2661345.5534556974
2022,1,Others,TOTAL,9395,5330803.646676767
2022,2,Merchant payments,TOTAL,3346697,1536859131.3374817
2022,2,Peer-to-peer payments,TOTAL,1861799,5078832140.606572
2022,2,Recharge & bill payments,TOTAL,539562,372921225.4254243
2022,2,Financial Services,TOTAL,1849,2131607.7226029015
2022,2,Others,TOTAL,9864,4415675.718757721
2022,3,Merchant payments,TOTAL,3777156,1705567002.0586467
2022,3,Peer-to-peer payments,TOTAL,2086741,5382949597.510585
2022,3,Recharge & bill payments,TOTAL,592431,425206924.5270094
2022,3,Financial Services,TOTAL,2237,3194409.939898855
2022,3,Others,TOTAL,7056,3729425.46329771
2022,4,Merchant payments,TOTAL,4415771,1889046056.1988354
2022,4,Peer-to-peer payments,TOTAL,2215052,5737539058.403507
2022,4,Recharge & bill payments,TOTAL,548795,426040023.1105018
2022,4,Financial Services,TOTAL,2495,3169199.262533775
2022,4,Others,TOTAL,7472,3846409.1057498828
2023,1,Merchant payments,TOTAL,7184933,2778820380.0
2023,1,Peer-to-peer payments,TOTAL,3623830,9079653826.0
2023,1,Recharge & bill payments,TOTAL,979503,746971431.0
2023,1,Financial Services,TOTAL,3546,2855684.0
2023,1,Others,TOTAL,12173,5789879.0
2023,2,Merchant payments,TOTAL,8331573,3135694669.0
2023,2,Peer-to-peer payments,TOTAL,3962990,9804533561.0
2023,2,Recharge & bill payments,TOTAL,1046280,800283519.0
2023,2,Financial Services,TOTAL,3985,4431276.0
2023,2,Others,TOTAL,12287,5595163.0
2023,3,Merchant payments,TOTAL,9582597,3564710651.0
2023,3,Peer-to-peer payments,TOTAL,4630867,10642329946.0
2023,3,Recharge & bill payments,TOTAL,1139193,878917740.0
2023,3,Financial Services,TOTAL,5572,5268269.0
2023,3,Others,TOTAL,12099,4839857.0
2023,4,Merchant payments,TOTAL,11765508,4318758826.0
2023,4,Peer-to-peer payments,TOTAL,5347152,12234383845.0
2023,4,Recharge & bill payments,TOTAL,1169931,991997355.0
2023,4,Financial Services,TOTAL,5597,7765262.0
2023,4,Others,TOTAL,14185,5154679.0
2024,1,Merchant payments,TOTAL,13631073,4791513247.0
2024,1,Peer-to-peer payments,TOTAL,6113627,13576602170.0
2024,1,Recharge & bill payments,TOTAL,1353851,1135863865.0
2024,1,Financial Services,TOTAL,6748,10924778.0
2024,1,Others,TOTAL,9710,4292265.0
2024,2,Merchant payments,TOTAL,15510300,5152049102.0
2024,2,Peer-to-peer payments,TOTAL,6493955,14085735502.0
2024,2,Recharge & bill payments,TOTAL,1370838,1073613414.0
2024,2,Financial Services,TOTAL,7715,10300178.0
2024,2,Others,TOTAL,10307,7294515.0
2024,3,Merchant payments,TOTAL,16778218,5563348577.0
2024,3,Peer-to-peer payments,TOTAL,7251757,14881287713.0
2024,3,Recharge & bill payments,TOTAL,1397428,1094723407.0
2024,3,Financial Services,TOTAL,10550,15369479.0
2024,3,Others,TOTAL,8317,9902390.0
2024,4,Merchant payments,TOTAL,19213230,6331132984.0
2024,4,Peer-to-peer payments,TOTAL,7882319,16487512787.0
2024,4,Recharge & bill payments,TOTAL,1336160,1107688213.0
2024,4,Financial Services,TOTAL,25423,12601733.0
2024,4,Others,TOTAL,6568,6285744.0
2018,1,Recharge & bill payments,TOTAL,3947297,1320559612.770412
2018,1,Peer-to-peer payments,TOTAL,2380820,9125685134.894358
2018,1,Merchant payments,TOTAL,339809,375393115.19131327
2018,1,Financial Services,TOTAL,136240,45588429.271575734
2018,1,Others,TOTAL,318588,344277514.7923026
2018,2,Recharge & bill payments,TOTAL,4511737,2078183615.8006349
2018,2,Peer-to-peer payments,TOTAL,3542716,14348179103.109837
2018,2,Merchant payments,TOTAL,837001,631597790.6002588
2018,2,Financial Services,TOTAL,205991,66584728.19594695
2018,2,Others,TOTAL,276278,321754664.4984691
2018,3,Peer-to-peer payments,TOTAL,8557153,22670122888.868217
2018,3,Recharge & bill payments,TOTAL,5305635,3261844270.537241
2018,3,Merchant payments,TOTAL,3808395,1048422633.7093576
2018,3,Financial Services,TOTAL,274526,45051151.35143036
2018,3,Others,TOTAL,601339,350405916.1523186
2018,4,Peer-to-peer payments,TOTAL,9973249,32389252494.75772
2018,4,Merchant payments,TOTAL,9958967,2738429838.939273
2018,4,Recharge & bill payments,TOTAL,7483633,3961160542.570066
2018,4,Financial Services,TOTAL,265004,58162003.43614492
2018,4,Others,TOTAL,1506866,575852739.0031943
2019,1,Peer-to-peer payments,TOTAL,20216287,48250023720.99173
2019,1,Merchant payments,TOTAL,13875931,3996618719.7994804
2019,1,Recharge & bill payments,TOTAL,10744978,5521320539.356212
2019,1,Financial Services,TOTAL,223095,30997039.697555833
2019,1,Others,TOTAL,1947036,670171769.6522964
2019,2,Merchant payments,TOTAL,20891431,6816878922.844399
2019,2,Peer-to-peer payments,TOTAL,20570311,65953571241.26435
2019,2,Recharge & bill payments,TOTAL,12869453,8035701902.391765
2019,2,Financial Services,TOTAL,137774,33985068.68378611
2019,2,Others,TOTAL,2702543,866678928.4439986
2019,3,Merchant payments,TOTAL,29453368,9857221391.940361
2019,3,Peer-to-peer payments,TOTAL,25201978,81904443496.29778
2019,3,Recharge & bill payments,TOTAL,11133404,10406524192.884487
2019,3,Financial Services,TOTAL,92061,27952186.986432005
2019,3,Others,TOTAL,3657065,1000670778.3478061
2019,4,Peer-to-peer payments,TOTAL,33040093,105858524152.38443
2019,4,Merchant payments,TOTAL,32537378,12864577363.070576
2019,4,Recharge & bill payments,TOTAL,11609898,9500486080.98845
2019,4,Financial Services,TOTAL,57063,21512527.973989226
2019,4,Others,TOTAL,3500565,779367300.4732571
2020,1,Merchant payments,TOTAL,33951545,14470782771.054684
2020,1,Peer-to-peer payments,TOTAL,32410795,108987600006.3667
2020,1,Recharge & bill payments,TOTAL,12822919,9498791147.929193
2020,1,Financial Services,TOTAL,46529,39908838.24852887
2020,1,Others,TOTAL,2515816,619460878.9909673
2020,2,Peer-to-peer payments,TOTAL,27155938,86227124454.10175
2020,2,Merchant payments,TOTAL,24963931,12708327043.868336
2020,2,Recharge & bill payments,TOTAL,13568505,8699886044.040596
2020,2,Financial Services,TOTAL,64790,75405868.16164647
2020,2,Others,TOTAL,288854,162694793.15869594
2020,3,Peer-to-peer payments,TOTAL,41498638,140074023548.15637
2020,3,Merchant payments,TOTAL,40973792,21858176583.0589
2020,3,Recharge & bill payments,TOTAL,13448341,12883226305.336546
2020,3,Financial Services,TOTAL,85689,114341865.2645722
2020,3,Others,TOTAL,485401,234194502.8442282
2020,4,Merchant payments,TOTAL,54581166,31106554562.7951
2020,4,Peer-to-peer payments,TOTAL,49631928,171546055992.1488
2020,4,Recharge & bill payments,TOTAL,14862946,12921793576.576857
2020,4,Financial Services,TOTAL,114862,160007919.76894268
2020,4,Others,TOTAL,1349515,530676173.2537967
2021,1,Merchant payments,TOTAL,72615587,39861532639.012344
2021,1,Peer-to-peer payments,TOTAL,61957428,210823551741.40936
2021,1,Recharge & bill payments,TOTAL,21164274,15447408658.778738
2021,1,Financial Services,TOTAL,153039,203106852.42387855
2021,1,Others,TOTAL,1468676,592745151.8683048
2021,2,Merchant payments,TOTAL,75620295,42933366743.23575
2021,2,Peer-to-peer payments,TOTAL,68497718,223034955527.75317
2021,2,Recharge & bill payments,TOTAL,25026678,15310096462.746447
2021,2,Financial Services,TOTAL,158170,190019761.49741396
2021,2,Others,TOTAL,854403,472659189.30861247
2021,3,Merchant payments,TOTAL,115250887,64006915630.53262
2021,3,Peer-to-peer payments,TOTAL,93292876,298005532606.47
2021,3,Recharge & bill payments,TOTAL,28427032,20934734871.908962
2021,3,Financial Services,TOTAL,144460,220660990.22066334
2021,3,Others,TOTAL,1645353,690472449.1489255
2021,4,Merchant payments,TOTAL,149204611,88990516304.07437
2021,4,Peer-to-peer payments,TOTAL,112380292,376556972334.1598
2021,4,Recharge & bill payments,TOTAL,30127352,22290161823.248642
2021,4,Financial Services,TOTAL,199280,287950130.24921745
2021,4,Others,TOTAL,771824,569713470.6592032
2022,1,Merchant payments,TOTAL,174454937,98212381475.57239
2022,1,Peer-to-peer payments,TOTAL,125111881,415305045689.30945
2022,1,Recharge & bill payments,TOTAL,29435981,22482865572.904938
2022,1,Financial Services,TOTAL,195184,271039329.10874933
2022,1,Others,TOTAL,1801878,693588769.393249
2022,2,Merchant payments,TOTAL,233412802,121657706565.01256
2022,2,Peer-to-peer payments,TOTAL,143447534,480685895058.7076
2022,2,Recharge & bill payments,TOTAL,32971294,26876059610.022118
2022,2,Financial Services,TOTAL,160827,209425798.82013166
2022,2,Others,TOTAL,641727,426563425.65446466
2022,3,Merchant payments,TOTAL,276635347,134292748569.06271
2022,3,Peer-to-peer payments,TOTAL,160580425,509428627035.3385
2022,3,Recharge & bill payments,TOTAL,37572389,33177115465.46472
2022,3,Financial Services,TOTAL,195218,265479580.4156591
2022,3,Others,TOTAL,608782,448676465.8346823
2022,4,Merchant payments,TOTAL,305621913,153114813286.24423
2022,4,Peer-to-peer payments,TOTAL,171970100,559069397370.8649
2022,4,Recharge & bill payments,TOTAL,36775874,31954251758.09231
2022,4,Financial Services,TOTAL,228639,299454652.77800566
2022,4,Others,TOTAL,606931,477098950.59646183
2023,1,Merchant payments,TOTAL,246682850,116053064134.0
2023,1,Peer-to-peer payments,TOTAL,135403837,460727324748.0
2023,1,Recharge & bill payments,TOTAL,26976608,33945163887.0
2023,1,Financial Services,TOTAL,206979,275072622.0
2023,1,Others,TOTAL,482829,402484189.0
2023,2,Merchant payments,TOTAL,300493650,126927948779.0
2023,2,Peer-to-peer payments,TOTAL,151909146,498879007930.0
2023,2,Recharge & bill payments,TOTAL,29059235,35251178665.0
2023,2,Financial Services,TOTAL,219538,302441499.0
2023,2,Others,TOTAL,457429,367938784.0
2023,3,Merchant payments,TOTAL,347213404,143772297471.0
2023,3,Peer-to-peer payments,TOTAL,167791074,523701514112.0
2023,3,Recharge & bill payments,TOTAL,31015600,39925428804.0
2023,3,Financial Services,TOTAL,275512,439989766.0
2023,3,Others,TOTAL,411393,360021285.0
2023,4,Merchant payments,TOTAL,381250463,168766495844.0
2023,4,Peer-to-peer payments,TOTAL,185276322,588131157564.0
2023,4,Recharge & bill payments,TOTAL,30903762,41889435437.0
2023,4,Financial Services,TOTAL,317005,501353917.0
2023,4,Others,TOTAL,403194,361276587.0
2024,1,Merchant payments,TOTAL,419098312,183390284466.0
2024,1,Peer-to-peer payments,TOTAL,197330105,604445932793.0
2024,1,Recharge & bill payments,TOTAL,33501160,43595822485.0
2024,1,Financial Services,TOTAL,319041,606216973.0
2024,1,Others,TOTAL,485440,475774396.0
2024,2,Merchant payments,TOTAL,519857504,208928942309.0
2024,2,Peer-to-peer payments,TOTAL,221272475,641147355249.0
2024,2,Recharge & bill payments,TOTAL,35429237,45318295969.0
2024,2,Financial Services,TOTAL,376570,743336505.0
2024,2,Others,TOTAL,604614,779746148.0
2024,3,Merchant payments,TOTAL,564668341,231032600851.0
2024,3,Peer-to-peer payments,TOTAL,242786329,672922448569.0
2024,3,Recharge & bill payments,TOTAL,36462771,52504961937.0
2024,3,Financial Services,TOTAL,463025,936446162.0
2024,3,Others,TOTAL,464057,806926069.0
2024,4,Merchant payments,TOTAL,612111214,261167204054.0
2024,4,Peer-to-peer payments,TOTAL,261559240,745874399814.0
2024,4,Recharge & bill payments,TOTAL,35326994,48224664984.0
2024,4,Financial Services,TOTAL,1115510,932800641.0
2024,4,Others,TOTAL,430124,861416410.0
2018,1,Recharge & bill payments,TOTAL,85991,18273814.162708722
2018,1,Peer-to-peer payments,TOTAL,59651,268175048.06992978
2018,1,Merchant payments,TOTAL,7880,11036031.735657964
2018,1,Financial Services,TOTAL,1191,520105.642400422
2018,1,Others,TOTAL,6184,5851742.732386975
2018,2,Recharge & bill payments,TOTAL,120943,30994284.17044104
2018,2,Peer-to-peer payments,TOTAL,87878,419492232.52410376
2018,2,Merchant payments,TOTAL,12456,20162855.70611957
2018,2,Financial Services,TOTAL,1903,733429.427283199
2018,2,Others,TOTAL,6395,7221023.530667527
2018,3,Recharge & bill payments,TOTAL,158797,40314972.94208837
2018,3,Peer-to-peer payments,TOTAL,150297,639468418.1317002
2018,3,Merchant payments,TOTAL,21587,26634198.178851012
2018,3,Financial Services,TOTAL,1867,468171.36483984883
2018,3,Others,TOTAL,6963,6281208.620754639
2018,4,Peer-to-peer payments,TOTAL,246426,1021902315.4426756
2018,4,Recharge & bill payments,TOTAL,212122,54832855.89468471
2018,4,Merchant payments,TOTAL,45586,66666113.92145965
2018,4,Financial Services,TOTAL,2523,723599.2328183289
2018,4,Others,TOTAL,8098,8880194.430766659
2019,1,Peer-to-peer payments,TOTAL,378848,1310759847.8146646
2019,1,Recharge & bill payments,TOTAL,275277,78212835.0406034
2019,1,Merchant payments,TOTAL,74527,75946974.41483101
2019,1,Financial Services,TOTAL,2013,499592.0966860995
2019,1,Others,TOTAL,8147,9904147.90979165
2019,2,Peer-to-peer payments,TOTAL,373759,1391933790.7547765
2019,2,Recharge & bill payments,TOTAL,278060,93218689.41694948
2019,2,Merchant payments,TOTAL,104592,92873008.6474504
2019,2,Financial Services,TOTAL,1211,515859.8076807977
2019,2,Others,TOTAL,10819,13325754.760758925
2019,3,Peer-to-peer payments,TOTAL,475178,1704668027.0159788
2019,3,Recharge & bill payments,TOTAL,453806,157952854.9501171
2019,3,Merchant payments,TOTAL,150578,123948570.56857497
2019,3,Financial Services,TOTAL,1510,1282344.8444824044
2019,3,Others,TOTAL,11344,12515394.117688328
2019,4,Peer-to-peer payments,TOTAL,698728,2484453030.31845
2019,4,Recharge & bill payments,TOTAL,552421,205602115.14625147
2019,4,Merchant payments,TOTAL,250893,218404664.8638511
2019,4,Financial Services,TOTAL,1497,649712.8451498008
2019,4,Others,TOTAL,11733,14350825.325765317
2020,1,Peer-to-peer payments,TOTAL,817198,2851686768.653684
2020,1,Recharge & bill payments,TOTAL,678079,244739382.20701858
2020,1,Merchant payments,TOTAL,373110,298421548.1046571
2020,1,Financial Services,TOTAL,1762,1816477.5692472362
2020,1,Others,TOTAL,11088,13707055.389155574
2020,2,Recharge & bill payments,TOTAL,758617,241196540.9379891
2020,2,Peer-to-peer payments,TOTAL,493326,1766723888.2025127
2020,2,Merchant payments,TOTAL,221358,168591711.94693565
2020,2,Financial Services,TOTAL,3081,3328361.317987765
2020,2,Others,TOTAL,5710,3775927.611346662
2020,3,Peer-to-peer payments,TOTAL,759351,2723430713.3444066
2020,3,Recharge & bill payments,TOTAL,696770,280187505.0339355
2020,3,Merchant payments,TOTAL,446880,353193881.4783259
2020,3,Financial Services,TOTAL,4985,6418950.466847964
2020,3,Others,TOTAL,7545,5112530.621144422
2020,4,Peer-to-peer payments,TOTAL,1550251,5407626413.043346
2020,4,Merchant payments,TOTAL,1389834,1123844212.5171819
2020,4,Recharge & bill payments,TOTAL,839199,345088772.3784919
2020,4,Financial Services,TOTAL,7287,10386560.386677971
2020,4,Others,TOTAL,14810,12846789.254236266
2021,1,Peer-to-peer payments,TOTAL,2235456,7553384653.1682
2021,1,Merchant payments,TOTAL,2195509,1768358976.7158575
2021,1,Recharge & bill payments,TOTAL,880682,410604192.7268899
2021,1,Financial Services,TOTAL,8138,12207778.148638733
2021,1,Others,TOTAL,11764,12687278.26183929
2021,2,Merchant payments,TOTAL,1869384,1411529033.6650195
2021,2,Peer-to-peer payments,TOTAL,1866837,6195032351.177256
2021,2,Recharge & bill payments,TOTAL,953219,383804809.3560881
2021,2,Financial Services,TOTAL,8303,12371843.844825167
2021,2,Others,TOTAL,12392,10115549.032816991
2021,3,Merchant payments,TOTAL,2865625,2143135314.897931
2021,3,Peer-to-peer payments,TOTAL,2560305,7871092673.137299
2021,3,Recharge & bill payments,TOTAL,1017351,438838003.22982365
2021,3,Financial Services,TOTAL,8337,12943224.07382146
2021,3,Others,TOTAL,16145,12416377.597493527
2021,4,Merchant payments,TOTAL,5474662,4384250602.937038
2021,4,Peer-to-peer payments,TOTAL,4408822,13618351952.666094
2021,4,Recharge & bill payments,TOTAL,1170180,585734312.4063727
2021,4,Financial Services,TOTAL,11320,17101084.66037453
2021,4,Others,TOTAL,23775,21819163.1997744
2022,1,Merchant payments,TOTAL,6364271,4682000388.389215
2022,1,Peer-to-peer payments,TOTAL,4640380,14449830641.555716
2022,1,Recharge & bill payments,TOTAL,1177071,646403472.1135541
2022,1,Financial Services,TOTAL,11677,17490493.19245399
2022,1,Others,TOTAL,20699,20720407.595174044
2022,2,Merchant payments,TOTAL,7812998,5736211013.6866455
2022,2,Peer-to-peer payments,TOTAL,5097942,16372343177.228306
2022,2,Recharge & bill payments,TOTAL,1279377,738765635.2807853
2022,2,Financial Services,TOTAL,10666,13192736.02810038
2022,2,Others,TOTAL,15071,12525197.296362752
2022,3,Merchant payments,TOTAL,7595135,5112175255.359402
2022,3,Peer-to-peer payments,TOTAL,4449008,13780955270.352726
2022,3,Recharge & bill payments,TOTAL,1122869,657115143.5357426
2022,3,Financial Services,TOTAL,9992,12650738.420843877
2022,3,Others,TOTAL,11683,11368868.03761505
2022,4,Merchant payments,TOTAL,10319138,6739205748.43176
2022,4,Peer-to-peer payments,TOTAL,5652373,17421974714.962345
2022,4,Recharge & bill payments,TOTAL,1195865,734121700.6400625
2022,4,Financial Services,TOTAL,12147,15705663.126967767
2022,4,Others,TOTAL,13151,13978544.178016864
2023,1,Merchant payments,TOTAL,14273665,9074816758.0
2023,1,Peer-to-peer payments,TOTAL,8071768,24773922296.0
2023,1,Recharge & bill payments,TOTAL,1816029,1197558557.0
2023,1,Financial Services,TOTAL,16209,32648574.0
2023,1,Others,TOTAL,17399,18019590.0
2023,2,Merchant payments,TOTAL,15990744,10146039934.0
2023,2,Peer-to-peer payments,TOTAL,8589659,26985284919.0
2023,2,Recharge & bill payments,TOTAL,1917200,1239783487.0
2023,2,Financial Services,TOTAL,17352,25141843.0
2023,2,Others,TOTAL,15635,15956760.0
2023,3,Merchant payments,TOTAL,16565190,10365884105.0
2023,3,Peer-to-peer payments,TOTAL,8489945,25735484138.0
2023,3,Recharge & bill payments,TOTAL,1913363,1234664127.0
2023,3,Financial Services,TOTAL,17422,26274694.0
2023,3,Others,TOTAL,13808,12872910.0
2023,4,Merchant payments,TOTAL,21003656,12478698529.0
2023,4,Peer-to-peer payments,TOTAL,10430430,30342597216.0
2023,4,Recharge & bill payments,TOTAL,1991324,1413113823.0
2023,4,Financial Services,TOTAL,20827,38067531.0
2023,4,Others,TOTAL,14741,15194458.0
2024,1,Merchant payments,TOTAL,22163645,12736252466.0
2024,1,Peer-to-peer payments,TOTAL,10729197,31099473803.0
2024,1,Recharge & bill payments,TOTAL,2087441,1465885657.0
2024,1,Financial Services,TOTAL,20782,37240917.0
2024,1,Others,TOTAL,12922,13047417.0
2024,2,Merchant payments,TOTAL,23908901,13821574623.0
2024,2,Peer-to-peer payments,TOTAL,10933835,32155453858.0
2024,2,Recharge & bill payments,TOTAL,2120776,1419954245.0
2024,2,Financial Services,TOTAL,24891,41870631.0
2024,2,Others,TOTAL,12403,15977355.0
2024,3,Merchant payments,TOTAL,23789645,13663769858.0
2024,3,Peer-to-peer payments,TOTAL,10858222,30761382765.0
2024,3,Recharge & bill payments,TOTAL,2070465,1423628089.0
2024,3,Financial Services,TOTAL,32037,51120538.0
2024,3,Others,TOTAL,11742,13626762.0
2024,4,Merchant payments,TOTAL,30381117,17216927595.0
2024,4,Peer-to-peer payments,TOTAL,13499590,37720460757.0
2024,4,Recharge & bill payments,TOTAL,2166016,1548395751.0
2024,4,Financial Services,TOTAL,71254,55469478.0
2024,4,Others,TOTAL,13559,21335962.0
2018,1,Recharge & bill payments,TOTAL,3691952,878929080.9916563
2018,1,Peer-to-peer payments,TOTAL,1738974,6318864759.888066
2018,1,Merchant payments,TOTAL,145436,166036667.57089135
2018,1,Financial Services,TOTAL,122117,27986679.009713165
2018,1,Others,TOTAL,250296,186165067.5737218
2018,2,Recharge & bill payments,TOTAL,4643367,1571880396.377953
2018,2,Peer-to-peer payments,TOTAL,2483231,10009680530.386887
2018,2,Merchant payments,TOTAL,275503,356984574.1205573
2018,2,Financial Services,TOTAL,140704,38598263.22838031
2018,2,Others,TOTAL,202928,185541007.527258
2018,3,Peer-to-peer payments,TOTAL,5287200,15272745137.759302
2018,3,Recharge & bill payments,TOTAL,5117168,1938041688.9678535
2018,3,Merchant payments,TOTAL,573440,466209496.80151117
2018,3,Financial Services,TOTAL,136468,24930605.607339725
2018,3,Others,TOTAL,219873,164477497.1394802
2018,4,Peer-to-peer payments,TOTAL,6488202,21207285184.780193
2018,4,Recharge & bill payments,TOTAL,6138404,2297332323.0815277
2018,4,Merchant payments,TOTAL,1656377,1088373316.0580251
2018,4,Financial Services,TOTAL,133915,30699273.16507
2018,4,Others,TOTAL,316405,207297005.69778407
2019,1,Peer-to-peer payments,TOTAL,13465044,31231285551.308655
2019,1,Recharge & bill payments,TOTAL,8595256,3104251732.6516943
2019,1,Merchant payments,TOTAL,2493340,1296376125.1752787
2019,1,Financial Services,TOTAL,114539,19581520.569400217
2019,1,Others,TOTAL,323272,204585378.77191538
2019,2,Peer-to-peer payments,TOTAL,12547493,41853661230.46585
2019,2,Recharge & bill payments,TOTAL,10434449,4651874823.428602
2019,2,Merchant payments,TOTAL,5486791,2526448415.3585706
2019,2,Financial Services,TOTAL,70502,17349813.389733132
2019,2,Others,TOTAL,442607,271280936.6247084
2019,3,Peer-to-peer payments,TOTAL,14529353,49206585462.018684
2019,3,Merchant payments,TOTAL,11788077,4211116461.2911887
2019,3,Recharge & bill payments,TOTAL,11349625,5768100024.478059
2019,3,Financial Services,TOTAL,78609,20507001.233050577
2019,3,Others,TOTAL,482985,256386015.24681717
2019,4,Peer-to-peer payments,TOTAL,19107911,64477452638.7778
2019,4,Recharge & bill payments,TOTAL,12967713,6517891166.722656
2019,4,Merchant payments,TOTAL,9964076,5480269119.720948
2019,4,Financial Services,TOTAL,63498,20202767.26414788
2019,4,Others,TOTAL,444434,194846362.42851496
2020,1,Peer-to-peer payments,TOTAL,19068093,72393727235.07784
2020,1,Recharge & bill payments,TOTAL,15648472,7197595156.690899
2020,1,Merchant payments,TOTAL,12191478,7210758662.281933
2020,1,Financial Services,TOTAL,50753,27460255.45966168
2020,1,Others,TOTAL,367621,165535312.39278784
2020,2,Recharge & bill payments,TOTAL,19971660,8322688556.990006
2020,2,Peer-to-peer payments,TOTAL,17569398,64723140394.22913
2020,2,Merchant payments,TOTAL,9645967,7196610931.561442
2020,2,Financial Services,TOTAL,59617,53132341.305008195
2020,2,Others,TOTAL,173543,92274135.40504411
2020,3,Peer-to-peer payments,TOTAL,23130724,89142122337.25531
2020,3,Merchant payments,TOTAL,18338969,12749796641.785404
2020,3,Recharge & bill payments,TOTAL,17481357,9820654243.80882
2020,3,Financial Services,TOTAL,92278,84723188.62104335
2020,3,Others,TOTAL,246851,124456073.24163358
2020,4,Peer-to-peer payments,TOTAL,29967258,116743230330.36209
2020,4,Merchant payments,TOTAL,28430460,20844321156.652935
2020,4,Recharge & bill payments,TOTAL,18943669,10441981826.080866
2020,4,Financial Services,TOTAL,113371,120056733.8865249
2020,4,Others,TOTAL,373789,243470065.45681778
2021,1,Peer-to-peer payments,TOTAL,36427493,144818968373.02933
2021,1,Merchant payments,TOTAL,35815382,26512643894.003174
2021,1,Recharge & bill payments,TOTAL,22088838,11996115292.377842
2021,1,Financial Services,TOTAL,126380,137612317.73580322
2021,1,Others,TOTAL,316472,235440836.3042438
2021,2,Merchant payments,TOTAL,42593432,33542305033.829506
2021,2,Peer-to-peer payments,TOTAL,41642387,162483567902.30194
2021,2,Recharge & bill payments,TOTAL,27127405,13750783181.944221
2021,2,Financial Services,TOTAL,128647,136119996.7022825
2021,2,Others,TOTAL,349525,249278437.33914098
2021,3,Merchant payments,TOTAL,62934471,48197579736.51646
2021,3,Peer-to-peer payments,TOTAL,56134212,208013326600.62402
2021,3,Recharge & bill payments,TOTAL,29580901,15945997372.058683
2021,3,Financial Services,TOTAL,125167,163304131.1436523
2021,3,Others,TOTAL,473656,304418273.24545926
2021,4,Merchant payments,TOTAL,84846502,68717933161.8696
2021,4,Peer-to-peer payments,TOTAL,67301686,254338740726.63605
2021,4,Recharge & bill payments,TOTAL,30072479,18739034341.66239
2021,4,Financial Services,TOTAL,175393,209214620.7057898
2021,4,Others,TOTAL,591265,377657202.7539646
2022,1,Merchant payments,TOTAL,101648378,79563412221.78397
2022,1,Peer-to-peer payments,TOTAL,77768758,292439274688.30835
2022,1,Recharge & bill payments,TOTAL,30473298,20042066374.66357
2022,1,Financial Services,TOTAL,160423,187077879.38466492
2022,1,Others,TOTAL,496289,316261089.4073821
2022,2,Merchant payments,TOTAL,131610193,95585623258.23604
2022,2,Peer-to-peer payments,TOTAL,86423696,326945780476.59766
2022,2,Recharge & bill payments,TOTAL,33424931,23844933238.40894
2022,2,Financial Services,TOTAL,125180,142685436.4192669
2022,2,Others,TOTAL,468796,278978567.1836352
2022,3,Merchant payments,TOTAL,161264265,109018764232.99393
2022,3,Peer-to-peer payments,TOTAL,103034790,359338045092.0105
2022,3,Recharge & bill payments,TOTAL,38383683,28649040040.502144
2022,3,Financial Services,TOTAL,152053,162173602.84596294
2022,3,Others,TOTAL,404941,269479241.0969004
2022,4,Merchant payments,TOTAL,186533503,125585214989.03009
2022,4,Peer-to-peer payments,TOTAL,114868478,411053364214.2685
2022,4,Recharge & bill payments,TOTAL,39167297,30789927498.953297
2022,4,Financial Services,TOTAL,179101,194314203.00804448
2022,4,Others,TOTAL,407639,295484431.2780074
2023,1,Merchant payments,TOTAL,199359623,123421554216.0
2023,1,Peer-to-peer payments,TOTAL,120907384,436337923470.0
2023,1,Recharge & bill payments,TOTAL,41649002,37570733166.0
2023,1,Financial Services,TOTAL,180163,200278806.0
2023,1,Others,TOTAL,415154,295699148.0
2023,2,Merchant payments,TOTAL,239396654,135256737974.0
2023,2,Peer-to-peer payments,TOTAL,132035120,470150906708.0
2023,2,Recharge & bill payments,TOTAL,44902296,39506073738.0
2023,2,Financial Services,TOTAL,191053,225104195.0
2023,2,Others,TOTAL,397430,268385910.0
2023,3,Merchant payments,TOTAL,279651861,155597205179.0
2023,3,Peer-to-peer payments,TOTAL,151754885,508236930735.0
2023,3,Recharge & bill payments,TOTAL,47284770,43342854631.0
2023,3,Financial Services,TOTAL,246300,311377540.0
2023,3,Others,TOTAL,365774,248668365.0
2023,4,Merchant payments,TOTAL,319459808,179560004574.0
2023,4,Peer-to-peer payments,TOTAL,166959749,567135968086.0
2023,4,Recharge & bill payments,TOTAL,47046378,47786850776.0
2023,4,Financial Services,TOTAL,271611,349727923.0
2023,4,Others,TOTAL,378032,254647715.0
